anio;nivel_agregacion;unidad_territorial;tipo_institucion_ract;monto_inversion;monto_inversion_constante_2004
2022;Provincia;Santa Fe;ESFL;97.90;0.90
2022;Provincia;Santiago del Estero;ESFL;69.50;0.60
2022;Provincia;Tierra del Fuego. Antártida e Islas del Atlántico Sur;ESFL;18.00;0.20
2022;Provincia;Tucumán;ESFL;0.00;0.00
2022;Provincia;Buenos Aires;UPUB;29682.40;260.80
2022;Provincia;Catamarca;UPUB;931.70;8.20
2022;Provincia;Chaco;UPUB;1161.30;10.20
2022;Provincia;Chubut;UPUB;1057.00;9.30
2022;Provincia;C.A.B.A.;UPUB;16902.10;148.50
2022;Provincia;Córdoba;UPUB;6554.80;57.60
2022;Provincia;Corrientes;UPUB;1135.90;10.00
2022;Provincia;Entre Ríos;UPUB;1732.10;15.20
2022;Provincia;Formosa;UPUB;459.80;4.00
2022;Provincia;Jujuy;UPUB;1911.40;16.80
2022;Provincia;La Pampa;UPUB;830.50;7.30
2022;Provincia;La Rioja;UPUB;749.40;6.60
2022;Provincia;Mendoza;UPUB;1607.20;14.10
2022;Provincia;Misiones;UPUB;1329.20;11.70
2022;Provincia;Neuquén;UPUB;793.90;7.00
2022;Provincia;Río Negro;UPUB;1208.40;10.60
2022;Provincia;Salta;UPUB;783.50;6.90
2022;Provincia;San Juan;UPUB;1401.40;12.30
2022;Provincia;San Luis;UPUB;3005.40;26.40
2022;Provincia;Santa Cruz;UPUB;860.50;7.60
2022;Provincia;Santa Fe;UPUB;9351.50;82.20
2022;Provincia;Santiago del Estero;UPUB;521.90;4.60
2022;Provincia;Tierra del Fuego. Antártida e Islas del Atlántico Sur;UPUB;483.80;4.30
2022;Provincia;Tucumán;UPUB;3377.80;29.70
2022;Provincia;Buenos Aires;UPRI;1149.80;10.10
2022;Provincia;Catamarca;UPRI;0.00;0.00
2022;Provincia;Chaco;UPRI;9.50;0.10
2022;Provincia;Chubut;UPRI;0.00;0.00
2022;Provincia;C.A.B.A.;UPRI;3149.40;27.70
2022;Provincia;Córdoba;UPRI;385.30;3.40
2022;Provincia;Corrientes;UPRI;44.00;0.40
2022;Provincia;Entre Ríos;UPRI;165.00;1.40
2022;Provincia;Formosa;UPRI;2.80;0.00
2022;Provincia;Jujuy;UPRI;5.00;0.00
2022;Provincia;La Pampa;UPRI;0.00;0.00
2022;Provincia;La Rioja;UPRI;10.80;0.10
2022;Provincia;Mendoza;UPRI;192.50;1.70
2022;Provincia;Misiones;UPRI;25.70;0.20
2022;Provincia;Neuquén;UPRI;0.10;0.00
2022;Provincia;Río Negro;UPRI;6.00;0.10
2022;Provincia;Salta;UPRI;116.20;1.00
2022;Provincia;San Juan;UPRI;40.40;0.40
2022;Provincia;San Luis;UPRI;26.80;0.20
2022;Provincia;Santa Cruz;UPRI;0.00;0.00
2022;Provincia;Santa Fe;UPRI;178.20;1.60
2022;Provincia;Santiago del Estero;UPRI;41.70;0.40
2022;Provincia;Tierra del Fuego. Antártida e Islas del Atlántico Sur;UPRI;8.00;0.10
2022;Provincia;Tucumán;UPRI;73.50;0.60
2022;Provincia;Buenos Aires;OCT;75400.30;662.40
2022;Provincia;Catamarca;OCT;683.70;6.00
2022;Provincia;Chaco;OCT;1205.00;10.60
2022;Provincia;Chubut;OCT;3273.50;28.80
2022;Provincia;C.A.B.A.;OCT;37719.80;331.40
2022;Provincia;Córdoba;OCT;11737.70;103.10
2022;Provincia;Corrientes;OCT;1694.40;14.90
2022;Provincia;Entre Ríos;OCT;1818.90;16.00
2022;Provincia;Formosa;OCT;525.80;4.60
2022;Provincia;Jujuy;OCT;1178.80;10.40
2022;Provincia;La Pampa;OCT;877.20;7.70
2022;Provincia;La Rioja;OCT;535.90;4.70
2022;Provincia;Mendoza;OCT;4852.20;42.60
2022;Provincia;Misiones;OCT;1689.60;14.80
2022;Provincia;Neuquén;OCT;3508.30;30.80
2022;Provincia;Río Negro;OCT;6943.30;61.00
2022;Provincia;Salta;OCT;1866.50;16.40
2022;Provincia;San Juan;OCT;1993.00;17.50
2022;Provincia;San Luis;OCT;1036.30;9.10
2022;Provincia;Santa Cruz;OCT;593.90;5.20
2022;Provincia;Santa Fe;OCT;8404.20;73.80
2022;Provincia;Santiago del Estero;OCT;798.90;7.00
2022;Provincia;Tierra del Fuego. Antártida e Islas del Atlántico Sur;OCT;1144.70;10.10
2022;Provincia;Tucumán;OCT;4256.90;37.40
2022;Provincia;Buenos Aires;Empresa;52075.40;457.50
2022;Provincia;Catamarca;Empresa;59.10;0.50
2022;Provincia;Chaco;Empresa;471.50;4.10
2022;Provincia;Chubut;Empresa;745.80;6.60
2022;Provincia;C.A.B.A.;Empresa;77462.40;680.60
2022;Provincia;Córdoba;Empresa;17286.20;151.90
2022;Provincia;Corrientes;Empresa;209.80;1.80
2022;Provincia;Entre Ríos;Empresa;1256.60;11.00
2022;Provincia;Formosa;Empresa;446.70;3.90
2022;Provincia;Jujuy;Empresa;321.00;2.80
2022;Provincia;La Pampa;Empresa;146.20;1.30
2022;Provincia;La Rioja;Empresa;432.40;3.80
2022;Provincia;Mendoza;Empresa;2972.40;26.10
2022;Provincia;Misiones;Empresa;234.30;2.10
2022;Provincia;Neuquén;Empresa;676.90;5.90
2022;Provincia;Río Negro;Empresa;4127.50;36.30
2022;Provincia;Salta;Empresa;370.90;3.30
2022;Provincia;San Juan;Empresa;651.80;5.70
2022;Provincia;San Luis;Empresa;1158.60;10.20
2022;Provincia;Santa Cruz;Empresa;58.80;0.50
2022;Provincia;Santa Fe;Empresa;15956.70;140.20
2022;Provincia;Santiago del Estero;Empresa;182.00;1.60
2022;Provincia;Tierra del Fuego. Antártida e Islas del Atlántico Sur;Empresa;394.40;3.50
2022;Provincia;Tucumán;Empresa;2668.80;23.40
2023;Provincia;Buenos Aires;ESFL;3158.30;11.80
2023;Provincia;Catamarca;ESFL;0.00;0.00
2023;Provincia;Chaco;ESFL;42.60;0.20
2023;Provincia;Chubut;ESFL;257.30;1.00
2023;Provincia;C.A.B.A.;ESFL;12005.60;44.80
2023;Provincia;Córdoba;ESFL;505.00;1.90
2023;Provincia;Corrientes;ESFL;0.30;0.00
2023;Provincia;Entre Ríos;ESFL;15.80;0.10
2023;Provincia;Formosa;ESFL;49.70;0.20
2023;Provincia;Jujuy;ESFL;0.00;0.00
2023;Provincia;La Pampa;ESFL;0.00;0.00
2023;Provincia;La Rioja;ESFL;0.00;0.00
2023;Provincia;Mendoza;ESFL;111.50;0.40
2023;Provincia;Misiones;ESFL;100.00;0.40
2023;Provincia;Neuquén;ESFL;241.00;0.90
2023;Provincia;Río Negro;ESFL;108.90;0.40
2023;Provincia;Salta;ESFL;609.20;2.30
2023;Provincia;San Juan;ESFL;1.40;0.00
2023;Provincia;San Luis;ESFL;0.00;0.00
2023;Provincia;Santa Cruz;ESFL;77.10;0.30
2023;Provincia;Santa Fe;ESFL;335.00;1.30
2023;Provincia;Santiago del Estero;ESFL;135.80;0.50
2023;Provincia;Tierra del Fuego. Antártida e Islas del Atlántico Sur;ESFL;0.00;0.00
2023;Provincia;Tucumán;ESFL;0.00;0.00
2023;Provincia;Buenos Aires;UPUB;72431.80;270.40
2023;Provincia;Catamarca;UPUB;3178.70;11.90
2023;Provincia;Chaco;UPUB;2914.80;10.90
2023;Provincia;Chubut;UPUB;2541.00;9.50
2023;Provincia;C.A.B.A.;UPUB;31934.20;119.20
2023;Provincia;Córdoba;UPUB;15126.20;56.50
2023;Provincia;Corrientes;UPUB;3603.00;13.40
2023;Provincia;Entre Ríos;UPUB;2977.70;11.10
2023;Provincia;Formosa;UPUB;586.00;2.20
2023;Provincia;Jujuy;UPUB;3671.30;13.70
2023;Provincia;La Pampa;UPUB;2224.10;8.30
2023;Provincia;La Rioja;UPUB;3139.10;11.70
2023;Provincia;Mendoza;UPUB;5026.40;18.80
2023;Provincia;Misiones;UPUB;3518.50;13.10
2023;Provincia;Neuquén;UPUB;1839.10;6.90
2023;Provincia;Río Negro;UPUB;3229.30;12.10
2023;Provincia;Salta;UPUB;1590.90;5.90
2023;Provincia;San Juan;UPUB;4251.90;15.90
2023;Provincia;San Luis;UPUB;6189.70;23.10
2023;Provincia;Santa Cruz;UPUB;2540.80;9.50
2023;Provincia;Santa Fe;UPUB;28080.80;104.80
2023;Provincia;Santiago del Estero;UPUB;739.20;2.80
2023;Provincia;Tierra del Fuego. Antártida e Islas del Atlántico Sur;UPUB;1521.30;5.70
2023;Provincia;Tucumán;UPUB;8329.90;31.10
2023;Provincia;Buenos Aires;UPRI;3206.20;12.00
2023;Provincia;Catamarca;UPRI;0.00;0.00
2023;Provincia;Chaco;UPRI;67.90;0.30
2023;Provincia;Chubut;UPRI;0.00;0.00
2023;Provincia;C.A.B.A.;UPRI;8099.70;30.20
2023;Provincia;Córdoba;UPRI;920.30;3.40
2023;Provincia;Corrientes;UPRI;72.00;0.30
2023;Provincia;Entre Ríos;UPRI;320.70;1.20
2023;Provincia;Formosa;UPRI;14.90;0.10
2023;Provincia;Jujuy;UPRI;7.10;0.00
2023;Provincia;La Pampa;UPRI;0.00;0.00
2023;Provincia;La Rioja;UPRI;20.20;0.10
2023;Provincia;Mendoza;UPRI;403.70;1.50
2023;Provincia;Misiones;UPRI;651.80;2.40
2023;Provincia;Neuquén;UPRI;0.00;0.00
2023;Provincia;Río Negro;UPRI;17.50;0.10
2023;Provincia;Salta;UPRI;258.60;1.00
2023;Provincia;San Juan;UPRI;58.30;0.20
2023;Provincia;San Luis;UPRI;16.00;0.10
2023;Provincia;Santa Cruz;UPRI;0.00;0.00
2023;Provincia;Santa Fe;UPRI;457.40;1.70
2023;Provincia;Santiago del Estero;UPRI;53.70;0.20
2023;Provincia;Tierra del Fuego. Antártida e Islas del Atlántico Sur;UPRI;59.00;0.20
2023;Provincia;Tucumán;UPRI;194.50;0.70
2023;Provincia;Buenos Aires;OCT;177138.30;661.20
2023;Provincia;Catamarca;OCT;1819.80;6.80
2023;Provincia;Chaco;OCT;3613.30;13.50
2023;Provincia;Chubut;OCT;9870.50;36.80
2023;Provincia;C.A.B.A.;OCT;89941.30;335.70
2023;Provincia;Córdoba;OCT;31812.50;118.70
2023;Provincia;Corrientes;OCT;5040.40;18.80
2023;Provincia;Entre Ríos;OCT;5161.90;19.30
2023;Provincia;Formosa;OCT;1221.50;4.60
2023;Provincia;Jujuy;OCT;3291.50;12.30
2023;Provincia;La Pampa;OCT;2754.70;10.30
2023;Provincia;La Rioja;OCT;1606.50;6.00
2023;Provincia;Mendoza;OCT;12937.60;48.30
2023;Provincia;Misiones;OCT;4361.90;16.30
2023;Provincia;Neuquén;OCT;3911.00;14.60
2023;Provincia;Río Negro;OCT;15676.50;58.50
2023;Provincia;Salta;OCT;5204.70;19.40
2023;Provincia;San Juan;OCT;5142.80;19.20
2023;Provincia;San Luis;OCT;3032.10;11.30
2023;Provincia;Santa Cruz;OCT;1579.40;5.90
2023;Provincia;Santa Fe;OCT;21980.90;82.00
2023;Provincia;Santiago del Estero;OCT;2211.20;8.30
2023;Provincia;Tierra del Fuego. Antártida e Islas del Atlántico Sur;OCT;2629.80;9.80
2023;Provincia;Tucumán;OCT;10759.40;40.20
2023;Provincia;Buenos Aires;Empresa;146365.40;546.30
2023;Provincia;Catamarca;Empresa;879.90;3.30
2023;Provincia;Chaco;Empresa;1379.80;5.20
2023;Provincia;Chubut;Empresa;1908.30;7.10
2023;Provincia;C.A.B.A.;Empresa;211039.20;787.80
2023;Provincia;Córdoba;Empresa;41979.80;156.70
2023;Provincia;Corrientes;Empresa;626.10;2.30
2023;Provincia;Entre Ríos;Empresa;4206.50;15.70
2023;Provincia;Formosa;Empresa;1058.80;4.00
2023;Provincia;Jujuy;Empresa;546.10;2.00
2023;Provincia;La Pampa;Empresa;437.70;1.60
2023;Provincia;La Rioja;Empresa;1232.00;4.60
2023;Provincia;Mendoza;Empresa;8972.20;33.50
2023;Provincia;Misiones;Empresa;753.70;2.80
2023;Provincia;Neuquén;Empresa;1883.10;7.00
2023;Provincia;Río Negro;Empresa;6711.80;25.10
2023;Provincia;Salta;Empresa;532.40;2.00
2023;Provincia;San Juan;Empresa;1850.80;6.90
2023;Provincia;San Luis;Empresa;4268.10;15.90
2023;Provincia;Santa Cruz;Empresa;7.00;0.00
2023;Provincia;Santa Fe;Empresa;36911.10;137.80
2023;Provincia;Santiago del Estero;Empresa;540.50;2.00
2023;Provincia;Tierra del Fuego. Antártida e Islas del Atlántico Sur;Empresa;645.40;2.40
2023;Provincia;Tucumán;Empresa;9287.30;34.70
2019;Región;Centro;ESFL;43.10;1.40
2019;Región;Centro;Empresa;7840.70;252.10
2019;Región;Centro;OCT;6130.40;197.10
2019;Región;Centro;UPRI;152.30;5.00
2019;Región;Centro;UPUB;4384.50;140.90
2019;Región;Cuyo;ESFL;20.80;0.70
2019;Región;Cuyo;Empresa;1088.00;34.90
2019;Región;Cuyo;OCT;2542.50;81.80
2019;Región;Cuyo;UPRI;77.70;2.50
2019;Región;Cuyo;UPUB;1526.10;49.00
2019;Región;Metropolitana;ESFL;1024.80;33.00
2019;Región;Metropolitana;Empresa;25768.90;828.60
2019;Región;Metropolitana;OCT;21374.80;687.40
2019;Región;Metropolitana;UPRI;1050.80;33.80
2019;Región;Metropolitana;UPUB;13307.60;427.90
2019;Región;NEA;ESFL;2.40;0.00
2019;Región;NEA;Empresa;230.60;7.50
2019;Región;NEA;OCT;1436.20;46.20
2019;Región;NEA;UPRI;41.10;1.20
2019;Región;NEA;UPUB;1023.50;32.90
2019;Región;NOA;ESFL;14.90;0.50
2019;Región;NOA;Empresa;1171.30;37.60
2019;Región;NOA;OCT;2777.80;89.40
2019;Región;NOA;UPRI;34.10;1.00
2019;Región;NOA;UPUB;2370.40;76.20
2019;Región;Patagonia;ESFL;63.60;2.10
2019;Región;Patagonia;Empresa;1210.40;39.00
2019;Región;Patagonia;OCT;4674.00;150.30
2019;Región;Patagonia;UPRI;3.20;0.10
2019;Región;Patagonia;UPUB;1691.40;54.50
2020;Región;Centro;ESFL;47.80;1.10
2020;Región;Centro;Empresa;11383.30;261.30
2020;Región;Centro;OCT;7208.40;165.50
2020;Región;Centro;UPRI;224.30;5.20
2020;Región;Centro;UPUB;5923.90;136.00
2020;Región;Cuyo;ESFL;27.00;0.60
2020;Región;Cuyo;Empresa;1609.20;37.00
2020;Región;Cuyo;OCT;2770.40;63.60
2020;Región;Cuyo;UPRI;111.40;2.60
2020;Región;Cuyo;UPUB;2041.80;46.90
2020;Región;Metropolitana;ESFL;1463.50;33.60
2020;Región;Metropolitana;Empresa;41893.70;961.70
2020;Región;Metropolitana;OCT;32963.30;756.60
2020;Región;Metropolitana;UPRI;1395.70;32.10
2020;Región;Metropolitana;UPUB;17657.40;405.30
2020;Región;NEA;ESFL;2.00;0.00
2020;Región;NEA;Empresa;627.00;14.40
2020;Región;NEA;OCT;1830.50;42.00
2020;Región;NEA;UPRI;83.40;1.80
2020;Región;NEA;UPUB;1408.20;32.40
2020;Región;NOA;ESFL;12.10;0.30
2020;Región;NOA;Empresa;1633.90;37.50
2020;Región;NOA;OCT;3583.20;82.20
2020;Región;NOA;UPRI;65.40;1.50
2020;Región;NOA;UPUB;2898.70;66.60
2020;Región;Patagonia;ESFL;65.30;1.50
2020;Región;Patagonia;Empresa;1342.50;30.80
2020;Región;Patagonia;OCT;4964.70;114.00
2020;Región;Patagonia;UPRI;4.70;0.10
2020;Región;Patagonia;UPUB;2033.70;46.70
2021;Región;Centro;ESFL;102.30;1.50
2021;Región;Centro;Empresa;18868.40;281.60
2021;Región;Centro;OCT;11897.40;177.60
2021;Región;Centro;UPRI;432.40;6.50
2021;Región;Centro;UPUB;9398.40;140.30
2021;Región;Cuyo;ESFL;43.60;0.60
2021;Región;Cuyo;Empresa;2541.30;37.90
2021;Región;Cuyo;OCT;4290.60;64.10
2021;Región;Cuyo;UPRI;149.20;2.20
2021;Región;Cuyo;UPUB;4091.90;61.10
2021;Región;Metropolitana;ESFL;3093.60;46.10
2021;Región;Metropolitana;Empresa;68105.60;1016.40
2021;Región;Metropolitana;OCT;57875.70;863.80
2021;Región;Metropolitana;UPRI;2112.90;31.50
2021;Región;Metropolitana;UPUB;26533.80;396.00
2021;Región;NEA;ESFL;41.30;0.70
2021;Región;NEA;Empresa;863.30;12.80
2021;Región;NEA;OCT;2826.50;42.20
2021;Región;NEA;UPRI;66.40;1.00
2021;Región;NEA;UPUB;2011.40;30.00
2021;Región;NOA;ESFL;75.20;1.10
2021;Región;NOA;Empresa;2453.10;36.60
2021;Región;NOA;OCT;5588.60;83.50
2021;Región;NOA;UPRI;132.50;2.00
2021;Región;NOA;UPUB;4598.20;68.70
2021;Región;Patagonia;ESFL;239.40;3.50
2021;Región;Patagonia;Empresa;2507.60;37.40
2021;Región;Patagonia;OCT;8653.00;129.20
2021;Región;Patagonia;UPRI;9.30;0.10
2021;Región;Patagonia;UPUB;2401.00;35.70
2022;Región;Centro;ESFL;233.90;2.10
2022;Región;Centro;Empresa;34499.50;303.10
2022;Región;Centro;OCT;21960.80;192.90
2022;Región;Centro;UPRI;728.50;6.40
2022;Región;Centro;UPUB;17638.40;155.00
2022;Región;Cuyo;ESFL;54.30;0.50
2022;Región;Cuyo;Empresa;4782.80;42.00
2022;Región;Cuyo;OCT;7881.50;69.20
2022;Región;Cuyo;UPRI;259.70;2.30
2022;Región;Cuyo;UPUB;6014.00;52.80
2022;Región;Metropolitana;ESFL;5658.30;49.70
2022;Región;Metropolitana;Empresa;129537.80;1138.10
2022;Región;Metropolitana;OCT;113120.10;993.80
2022;Región;Metropolitana;UPRI;4299.20;37.80
2022;Región;Metropolitana;UPUB;46584.50;409.30
2022;Región;NEA;ESFL;115.70;1.00
2022;Región;NEA;Empresa;1362.30;11.90
2022;Región;NEA;OCT;5114.80;44.90
2022;Región;NEA;UPRI;82.00;0.70
2022;Región;NEA;UPUB;4086.20;35.90
2022;Región;NOA;ESFL;332.60;2.90
2022;Región;NOA;Empresa;4034.20;35.40
2022;Región;NOA;OCT;9320.70;81.90
2022;Región;NOA;UPRI;247.20;2.10
2022;Región;NOA;UPUB;8275.70;72.80
2022;Región;Patagonia;ESFL;223.00;2.00
2022;Región;Patagonia;Empresa;6149.60;54.10
2022;Región;Patagonia;OCT;16340.90;143.60
2022;Región;Patagonia;UPRI;14.10;0.20
2022;Región;Patagonia;UPUB;5234.10;46.10
2023;Región;Centro;ESFL;855.80;3.30
2023;Región;Centro;Empresa;83097.40;310.20
2023;Región;Centro;OCT;58955.30;220.00
2023;Región;Centro;UPRI;1698.40;6.30
2023;Región;Centro;UPUB;46184.70;172.40
2023;Región;Cuyo;ESFL;112.90;0.40
2023;Región;Cuyo;Empresa;15091.10;56.30
2023;Región;Cuyo;OCT;21112.50;78.80
2023;Región;Cuyo;UPRI;478.00;1.80
2023;Región;Cuyo;UPUB;15468.00;57.80
2023;Región;Metropolitana;ESFL;15163.90;56.60
2023;Región;Metropolitana;Empresa;357404.60;1334.10
2023;Región;Metropolitana;OCT;267079.60;996.90
2023;Región;Metropolitana;UPRI;11305.90;42.20
2023;Región;Metropolitana;UPUB;104366.00;389.60
2023;Región;NEA;ESFL;192.60;0.80
2023;Región;NEA;Empresa;3818.40;14.30
2023;Región;NEA;OCT;14237.10;53.20
2023;Región;NEA;UPRI;806.60;3.10
2023;Región;NEA;UPUB;10622.30;39.60
2023;Región;NOA;ESFL;745.00;2.80
2023;Región;NOA;Empresa;13018.20;48.60
2023;Región;NOA;OCT;24893.10;93.00
2023;Región;NOA;UPRI;534.10;2.00
2023;Región;NOA;UPUB;20649.10;77.10
2023;Región;Patagonia;ESFL;684.30;2.60
2023;Región;Patagonia;Empresa;11593.30;43.20
2023;Región;Patagonia;OCT;36421.90;135.90
2023;Región;Patagonia;UPRI;76.50;0.30
2023;Región;Patagonia;UPUB;13895.60;52.00
2019;País;Total País;ESFL;1169.60;37.70
2019;País;Total País;Empresa;37309.90;1199.70
2019;País;Total País;OCT;38935.70;1252.20
2019;País;Total País;UPRI;1359.20;43.60
2019;País;Total País;UPUB;24303.50;781.40
2020;País;Total País;ESFL;1617.70;37.10
2020;País;Total País;Empresa;58489.60;1342.70
2020;País;Total País;OCT;53320.50;1223.90
2020;País;Total País;UPRI;1884.90;43.30
2020;País;Total País;UPUB;31963.70;733.90
2021;País;Total País;ESFL;3595.40;53.50
2021;País;Total País;Empresa;95339.30;1422.70
2021;País;Total País;OCT;91131.80;1360.40
2021;País;Total País;UPRI;2902.70;43.30
2021;País;Total País;UPUB;49034.70;731.80
2022;País;Total País;ESFL;6617.80;58.20
2022;País;Total País;Empresa;180366.20;1584.60
2022;País;Total País;OCT;173738.80;1526.30
2022;País;Total País;UPRI;5630.70;49.50
2022;País;Total País;UPUB;87832.90;771.90
2023;País;Total País;ESFL;17754.50;66.50
2023;País;Total País;Empresa;484023.00;1806.70
2023;País;Total País;OCT;422699.50;1577.80
2023;País;Total País;UPRI;14899.50;55.70
2023;País;Total País;UPUB;211185.70;788.50
